first_name,last_name,school,year,wins,losses,sp_overall,sp_offense,sp_defense,coach_name
Chad,Morris,SMU,2017,7,6,-2.9,35.4,37.4,Chad Morris
Dan,Mullen,Mississippi State,2017,8,4,16.0,32.4,18.1,Dan Mullen
Will,Muschamp,South Carolina,2017,9,4,7.8,28.4,19.7,Will Muschamp
Pat,Narduzzi,Pittsburgh,2017,5,7,6.0,31.4,25.0,Pat Narduzzi
Mike,Neu,Ball State,2017,2,10,-19.7,20.3,37.7,Mike Neu
Ken,Niumatalolo,Navy,2017,7,6,-0.7,32.5,32.1,Ken Niumatalolo
Jay,Norvell,Nevada,2017,3,9,-16.4,25.6,41.1,Jay Norvell
Mike,Norvell,Memphis,2017,10,3,7.8,37.6,30.6,Mike Norvell
Barry,Odom,Missouri,2017,7,6,11.1,35.5,26.4,Barry Odom
Ed,Orgeron,LSU,2017,9,4,21.1,35.6,14.0,Ed Orgeron
Gary,Patterson,TCU,2017,11,3,18.9,35.7,18.7,Gary Patterson
Chris,Petersen,Washington,2017,10,3,22.1,39.4,16.3,Chris Petersen
Bobby,Petrino,Louisville,2017,8,5,19.2,43.3,24.9,Bobby Petrino
Paul,Petrino,Idaho,2017,4,8,-12.4,18.7,30.2,Paul Petrino
Mike,Price,UTEP,2017,0,7,-27.4,12.8,38.7,Mike Price
Matt,Rhule,Baylor,2017,1,11,-1.4,26.9,29.0,Matt Rhule
Mark,Richt,Miami,2017,10,3,17.4,35.3,17.0,Mark Richt
Lincoln,Riley,Oklahoma,2017,12,2,25.5,49.8,24.2,Lincoln Riley
Mike,Riley,Nebraska,2017,4,8,2.5,25.6,23.7,Mike Riley
Rich,Rodriguez,Arizona,2017,7,6,3.7,38.1,33.9,Rich Rodriguez
Nick,Rolovich,Hawai'i,2017,3,9,-19.7,23.3,40.4,Nick Rolovich
Nick,Saban,Alabama,2017,13,1,33.5,38.7,5.6,Nick Saban
Tony,Sanchez,UNLV,2017,5,7,-14.5,26.2,39.8,Tony Sanchez
Mike,Sanford Jr.,Western Kentucky,2017,6,7,-4.9,25.5,30.0,Mike Sanford Jr.
Scott,Satterfield,App State,2017,9,4,3.8,29.5,24.8,Scott Satterfield
Randy,Shannon,Florida,2017,1,3,10.1,30.8,22.4,Randy Shannon
David,Shaw,Stanford,2017,9,5,15.8,37.7,24.5,David Shaw
Kalani,Sitake,BYU,2017,4,9,-7.4,18.6,25.8,Kalani Sitake
Kirby,Smart,Georgia,2017,13,2,26.7,39.6,15.4,Kirby Smart
Lovie,Smith,Illinois,2017,2,10,-7.4,21.6,29.9,Lovie Smith
Bill,Snyder,Kansas State,2017,8,5,10.9,34.4,26.1,Bill Snyder
Frank,Solich,Ohio,2017,9,4,3.3,32.2,30.6,Frank Solich
Rick,Stockstill,Middle Tennessee,2017,7,6,-4.9,21.2,26.8,Rick Stockstill
Mark,Stoops,Kentucky,2017,7,6,2.7,30.8,29.5,Mark Stoops
Charlie,Strong,South Florida,2017,10,2,10.2,31.6,21.2,Charlie Strong
Kevin,Sumlin,Texas A&M,2017,7,5,9.4,33.1,25.2,Kevin Sumlin
Tyson,Summers,Georgia Southern,2017,0,6,-15.8,18.3,35.5,Tyson Summers
Dabo,Swinney,Clemson,2017,12,2,26.4,36.5,8.3,Dabo Swinney
Willie,Taggart,Oregon,2017,7,6,9.1,35.0,25.1,Willie Taggart
Jeff,Tedford,Fresno State,2017,10,4,-2.7,22.3,25.5,Jeff Tedford
Matt,Viator,UL Monroe,2017,4,8,-12.9,32.3,45.5,Matt Viator
Matt,Wells,Utah State,2017,6,7,-3.3,24.4,28.0,Matt Wells
Mark,Whipple,Massachusetts,2017,4,8,-9.7,24.1,31.9,Mark Whipple
Kyle,Whittingham,Utah,2017,7,6,12.0,30.6,20.5,Kyle Whittingham
Justin,Wilcox,California,2017,5,7,-1.0,28.7,29.9,Justin Wilcox
Bobby,Wilder,Old Dominion,2017,5,7,-16.8,16.3,32.8,Bobby Wilder
Frank,Wilson,UTSA,2017,6,5,-2.5,18.7,22.5,Frank Wilson
Everett,Withers,Texas State,2017,2,10,-23.5,14.7,36.9,Everett Withers
Steve,Addazio,Boston College,2018,7,5,2.4,26.5,22.1,Steve Addazio
Tom,Allen,Indiana,2018,5,7,1.6,30.2,29.1,Tom Allen
Blake,Anderson,Arkansas State,2018,8,5,1.2,29.9,27.9,Blake Anderson
Major,Applewhite,Houston,2018,8,5,2.3,36.7,34.9,Major Applewhite
Chris,Ash,Rutgers,2018,1,11,-12.3,15.0,28.5,Chris Ash
Dino,Babers,Syracuse,2018,10,3,7.5,32.1,27.4,Dino Babers
David,Beaty,Kansas,2018,3,9,-10.0,21.9,31.9,David Beaty
David,Blackwell,East Carolina,2018,0,1,-14.9,18.3,34.2,David Blackwell
Mike,Bloomgren,Rice,2018,2,11,-26.4,15.0,42.5,Mike Bloomgren
Mike,Bobo,Colorado State,2018,3,9,-10.3,27.6,36.7,Mike Bobo
Craig,Bohl,Wyoming,2018,6,6,1.9,25.1,23.7,Craig Bohl
John,Bonamego,Central Michigan,2018,1,11,-20.0,9.0,28.7,John Bonamego
Terry,Bowden,Akron,2018,4,8,-19.3,11.9,31.0,Terry Bowden
Brent,Brennan,San José State,2018,1,11,-17.1,17.3,34.7,Brent Brennan
Jeff,Brohm,Purdue,2018,6,7,6.5,37.2,30.8,Jeff Brohm
Neal,Brown,Troy,2018,10,3,2.6,26.4,25.6,Neal Brown
Troy,Calhoun,Air Force,2018,5,7,-1.8,29.2,31.2,Troy Calhoun
Matt,Campbell,Iowa State,2018,8,5,7.9,29.9,21.5,Matt Campbell
Steve,Campbell,South Alabama,2018,3,9,-17.7,24.5,42.0,Steve Campbell
Matt,Canada,Maryland,2018,5,7,3.0,27.6,25.9,Matt Canada
Jason,Candle,Toledo,2018,7,6,2.0,35.2,34.4,Jason Candle
Rod,Carey,Northern Illinois,2018,8,6,-2.7,19.1,20.8,Rod Carey
Paul,Chryst,Wisconsin,2018,8,5,15.5,39.3,21.6,Paul Chryst
Bill,Clark,UAB,2018,11,3,-0.3,24.1,24.4,Bill Clark
Dave,Clawson,Wake Forest,2018,7,6,3.6,31.2,28.1,Dave Clawson
Geoff,Collins,Temple,2018,8,4,2.9,28.1,23.9,Geoff Collins
Chris,Creighton,Eastern Michigan,2018,7,6,-2.0,25.5,26.1,Chris Creighton
Mario,Cristobal,Oregon,2018,9,4,7.3,34.7,25.8,Mario Cristobal
David,Cutcliffe,Duke,2018,8,5,5.0,30.5,25.0,David Cutcliffe
Mark,Dantonio,Michigan State,2018,7,6,11.5,22.0,10.8,Mark Dantonio
Bob,Davie,New Mexico,2018,3,9,-9.5,23.8,35.7,Bob Davie
Butch,Davis,Florida International,2018,9,4,-7.4,26.7,34.7,Butch Davis
Ryan,Day,Ohio State,2018,3,0,24.1,44.4,21.2,Ryan Day
Dana,Dimel,UTEP,2018,1,11,-26.6,12.1,37.1,Dana Dimel
Dave,Doeren,NC State,2018,9,4,9.4,35.1,26.7,Dave Doeren
Sonny,Dykes,SMU,2018,5,7,-5.4,24.0,29.7,Sonny Dykes
Randy,Edsall,UConn,2018,1,11,-26.4,24.7,51.9,Randy Edsall
Herm,Edwards,Arizona State,2018,7,6,5.0,33.9,30.4,Herm Edwards
Shawn,Elliott,Georgia State,2018,2,10,-20.4,23.6,43.6,Shawn Elliott
Larry,Fedora,North Carolina,2018,2,9,-2.5,29.9,31.9,Larry Fedora
Kirk,Ferentz,Iowa,2018,9,4,13.3,30.3,17.7,Kirk Ferentz
Luke,Fickell,Cincinnati,2018,11,2,5.4,28.3,22.6,Luke Fickell
Jimbo,Fisher,Texas A&M,2018,9,4,21.6,40.3,19.8,Jimbo Fisher
Pat,Fitzgerald,Northwestern,2018,9,5,1.9,25.5,21.6,Pat Fitzgerald
P.J.,Fleck,Minnesota,2018,7,6,6.3,28.2,22.8,P.J. Fleck
Ed,Foley,Temple,2018,0,1,2.9,28.1,23.9,Ed Foley
James,Franklin,Penn State,2018,9,4,19.0,33.9,14.6,James Franklin
Willie,Fritz,Tulane,2018,7,6,-3.5,23.8,28.3,Willie Fritz
Scott,Frost,Nebraska,2018,4,8,5.4,32.7,26.9,Scott Frost
Justin,Fuente,Virginia Tech,2018,6,7,3.9,32.8,29.4,Justin Fuente
Turner,Gill,Liberty,2018,6,6,-19.7,25.1,41.7,Turner Gill
Mike,Gundy,Oklahoma State,2018,7,6,13.8,42.0,28.9,Mike Gundy
Jim,Harbaugh,Michigan,2018,10,3,22.0,35.5,14.3,Jim Harbaugh
Bryan,Harsin,Boise State,2018,10,3,12.2,37.1,22.8,Bryan Harsin
Clay,Helton,USC,2018,5,7,9.7,31.7,22.5,Clay Helton
Tom,Herman,Texas,2018,10,4,11.3,35.3,24.4,Tom Herman
Josh,Heupel,UCF,2018,12,1,16.5,39.9,25.2,Josh Heupel
Dana,Holgorsen,West Virginia,2018,8,4,13.2,41.1,29.2,Dana Holgorsen
Doc,Holliday,Marshall,2018,9,4,1.0,22.0,20.5,Doc Holliday
Skip,Holtz,Louisiana Tech,2018,8,5,-6.9,22.0,27.0,Skip Holtz
Jay,Hopson,Southern Miss,2018,6,5,-5.0,16.6,21.4,Jay Hopson
Mark,Ivey,App State,2018,1,0,11.9,30.0,19.0,Mark Ivey
Mike,Jinks,Bowling Green,2018,1,6,-22.0,24.7,43.9,Mike Jinks
Paul,Johnson,Georgia Tech,2018,7,6,0.3,33.0,33.9,Paul Johnson
Brian,Kelly,Notre Dame,2018,12,1,20.7,34.6,14.5,Brian Kelly
Chip,Kelly,UCLA,2018,3,9,-0.4,30.7,32.4,Chip Kelly
Lane,Kiffin,Florida Atlantic,2018,5,7,-0.8,30.8,29.9,Lane Kiffin
Kliff,Kingsbury,Texas Tech,2018,5,7,8.7,36.2,29.8,Kliff Kingsbury
Brad,Lambert,Charlotte,2018,5,7,-18.5,15.0,33.5,Brad Lambert
Mike,Leach,Washington State,2018,11,2,11.3,38.8,27.3,Mike Leach
Lance,Leipold,Buffalo,2018,10,4,-1.1,31.3,29.9,Lance Leipold
Tim,Lester,Western Michigan,2018,7,6,-10.7,29.8,37.4,Tim Lester
Sean,Lewis,Kent State,2018,2,10,-20.4,20.5,40.3,Sean Lewis
Seth,Littrell,North Texas,2018,9,4,2.1,29.2,29.5,Seth Littrell
Rocky,Long,San Diego State,2018,7,6,6.0,25.6,21.0,Rocky Long
Matt,Luke,Ole Miss,2018,5,7,9.8,42.1,31.2,Matt Luke
Chad,Lunsford,Georgia Southern,2018,10,3,-2.4,27.9,31.6,Chad Lunsford
Mike,MacIntyre,Colorado,2018,5,6,-0.7,27.0,27.2,Mike MacIntyre
Frank,Maile,Utah State,2018,1,0,14.2,36.3,22.5,Frank Maile
Gus,Malzahn,Auburn,2018,8,5,23.6,36.9,14.1,Gus Malzahn
Chuck,Martin,Miami (OH),2018,6,6,-0.7,26.2,28.4,Chuck Martin
Doug,Martin,New Mexico State,2018,3,9,-20.2,19.2,38.0,Doug Martin
Derek,Mason,Vanderbilt,2018,6,7,7.6,35.6,27.1,Derek Mason
Bronco,Mendenhall,Virginia,2018,8,5,7.1,29.7,22.0,Bronco Mendenhall
Urban,Meyer,Ohio State,2018,10,1,24.1,44.4,21.2,Urban Meyer
Joe,Moglia,Coastal Carolina,2018,5,7,-17.2,28.1,45.7,Joe Moglia
Jeff,Monken,Army,2018,11,2,-1.5,29.4,28.7,Jeff Monken
Philip,Montgomery,Tulsa,2018,3,9,-11.2,22.9,32.3,Philip Montgomery
Scottie,Montgomery,East Carolina,2018,3,8,-14.9,18.3,34.2,Scottie Montgomery
Joe,Moorhead,Mississippi State,2018,8,5,23.2,34.6,10.5,Joe Moorhead
Chad,Morris,Arkansas,2018,2,10,4.5,29.7,25.7,Chad Morris
Dan,Mullen,Florida,2018,10,3,23.0,38.6,17.4,Dan Mullen
Will,Muschamp,South Carolina,2018,7,6,14.9,36.4,23.6,Will Muschamp
Billy,Napier,Louisiana,2018,7,7,-6.9,30.5,38.9,Billy Napier
Pat,Narduzzi,Pittsburgh,2018,7,7,2.7,29.0,26.6,Pat Narduzzi
Mike,Neu,Ball State,2018,4,8,-18.9,22.5,40.2,Mike Neu
Ken,Niumatalolo,Navy,2018,3,10,-10.2,27.5,38.3,Ken Niumatalolo
Jay,Norvell,Nevada,2018,8,5,-0.5,27.5,28.0,Jay Norvell
Mike,Norvell,Memphis,2018,8,6,9.2,38.8,30.5,Mike Norvell
Barry,Odom,Missouri,2018,8,5,20.8,41.3,21.0,Barry Odom
Ed,Orgeron,LSU,2018,10,3,24.2,34.8,13.4,Ed Orgeron
Gary,Patterson,TCU,2018,7,6,6.9,25.7,16.9,Gary Patterson
Carl,Pelini,Bowling Green,2018,2,3,-22.0,24.7,43.9,Carl Pelini
Chris,Petersen,Washington,2018,10,4,19.9,34.5,12.7,Chris Petersen
Bobby,Petrino,Western Kentucky,2018,2,8,-16.1,17.9,31.8,Bobby Petrino
Jeremy,Pruitt,Tennessee,2018,5,7,5.5,33.4,28.9,Jeremy Pruitt
Matt,Rhule,Baylor,2018,7,6,2.0,33.1,30.3,Matt Rhule
Mark,Richt,Miami,2018,7,6,12.7,29.3,15.8,Mark Richt
Lincoln,Riley,Oklahoma,2018,12,2,24.9,54.0,30.0,Lincoln Riley
Nick,Rolovich,Hawai'i,2018,8,6,-10.4,29.5,39.5,Nick Rolovich
Kurt,Roper,Colorado,2018,0,1,-0.7,27.0,27.2,Kurt Roper
Nick,Saban,Alabama,2018,14,1,36.3,50.9,14.2,Nick Saban
Tony,Sanchez,UNLV,2018,4,8,-11.1,30.7,38.9,Tony Sanchez
Mike,Sanford Jr.,Western Kentucky,2018,3,9,-16.1,17.9,31.8,Mike Sanford Jr.
Scott,Satterfield,App State,2018,10,2,11.9,30.0,19.0,Scott Satterfield
David,Shaw,Stanford,2018,9,4,13.0,35.4,24.3,David Shaw
Kalani,Sitake,BYU,2018,7,6,6.2,28.9,22.3,Kalani Sitake
Kirby,Smart,Georgia,2018,11,3,32.9,45.9,14.2,Kirby Smart
Jonathan,Smith,Oregon State,2018,2,10,-16.0,28.8,43.4,Jonathan Smith
Lovie,Smith,Illinois,2018,4,8,-7.9,29.1,38.6,Lovie Smith
Bill,Snyder,Kansas State,2018,5,7,-0.5,27.2,27.5,Bill Snyder
Frank,Solich,Ohio,2018,9,4,4.0,38.2,35.0,Frank Solich
Rick,Stockstill,Middle Tennessee,2018,8,6,-3.8,24.4,28.7,Rick Stockstill
Mark,Stoops,Kentucky,2018,10,3,13.1,29.5,16.3,Mark Stoops
Charlie,Strong,South Florida,2018,7,6,-1.2,29.1,29.8,Charlie Strong
Kevin,Sumlin,Arizona,2018,5,7,3.6,32.3,29.0,Kevin Sumlin
Dabo,Swinney,Clemson,2018,15,0,29.7,43.0,12.6,Dabo Swinney
Willie,Taggart,Florida State,2018,5,7,1.4,25.0,22.8,Willie Taggart
Jeff,Tedford,Fresno State,2018,12,2,17.4,33.5,15.5,Jeff Tedford
Matt,Viator,UL Monroe,2018,6,6,-10.9,26.5,35.4,Matt Viator
Lorenzo,Ward,Louisville,2018,0,2,-9.1,24.5,33.6,Lorenzo Ward
Matt,Wells,Utah State,2018,10,2,14.2,36.3,22.5,Matt Wells
Mark,Whipple,Massachusetts,2018,4,8,-16.1,27.8,42.2,Mark Whipple
Kyle,Whittingham,Utah,2018,9,5,16.8,31.9,18.1,Kyle Whittingham
Justin,Wilcox,California,2018,7,6,3.9,18.3,15.6,Justin Wilcox
Bobby,Wilder,Old Dominion,2018,4,8,-14.1,24.9,39.7,Bobby Wilder
Frank,Wilson,UTSA,2018,3,9,-22.1,11.1,34.4,Frank Wilson
Everett,Withers,Texas State,2018,3,8,-16.4,14.9,29.0,Everett Withers
Chris,Woods,Texas State,2018,0,1,-16.4,14.9,29.0,Chris Woods
Steve,Addazio,Boston College,2019,6,6,-5.7,31.3,35.4,Steve Addazio
Tom,Allen,Indiana,2019,8,5,12.8,35.6,23.8,Tom Allen
Gary,Andersen,Utah State,2019,7,6,-4.3,26.2,31.0,Gary Andersen
Blake,Anderson,Arkansas State,2019,8,5,-2.9,30.1,34.2,Blake Anderson
Tom,Arth,Akron,2019,0,12,-29.8,7.7,35.3,Tom Arth
Chris,Ash,Rutgers,2019,1,3,-14.6,17.4,31.8,Chris Ash
Dino,Babers,Syracuse,2019,5,7,-3.0,24.5,29.6,Dino Babers
Walt,Bell,Massachusetts,2019,1,11,-34.6,15.3,49.3,Walt Bell
Mike,Bloomgren,Rice,2019,3,9,-18.0,15.1,33.2,Mike Bloomgren
Mike,Bobo,Colorado State,2019,4,8,-3.9,26.1,30.1,Mike Bobo
Craig,Bohl,Wyoming,2019,8,5,-1.1,20.5,21.7,Craig Bohl
Brent,Brennan,San José State,2019,5,7,-7.2,29.6,36.7,Brent Brennan
Jeff,Brohm,Purdue,2019,4,8,-0.7,30.8,31.0,Jeff Brohm
Mack,Brown,North Carolina,2019,7,6,10.3,35.1,24.6,Mack Brown
Neal,Brown,West Virginia,2019,5,7,-7.0,22.9,29.1,Neal Brown
Troy,Calhoun,Air Force,2019,11,2,12.1,36.2,25.8,Troy Calhoun
Nunzio,Campanile,Rutgers,2019,1,7,-14.6,17.4,31.8,Nunzio Campanile
Matt,Campbell,Iowa State,2019,7,6,12.6,31.8,19.5,Matt Campbell
Steve,Campbell,South Alabama,2019,2,10,-20.3,16.3,34.0,Steve Campbell
Jason,Candle,Toledo,2019,6,6,-13.7,25.6,38.4,Jason Candle
Rod,Carey,Temple,2019,8,5,3.2,24.6,20.8,Rod Carey
Jamey,Chadwell,Coastal Carolina,2019,5,7,-12.8,23.4,35.3,Jamey Chadwell
Paul,Chryst,Wisconsin,2019,10,4,20.3,37.7,16.4,Paul Chryst
Bill,Clark,UAB,2019,9,5,-1.4,18.3,20.2,Bill Clark
Shawn,Clark,App State,2019,1,0,11.3,34.3,23.2,Shawn Clark
Dave,Clawson,Wake Forest,2019,8,5,2.0,29.4,28.6,Dave Clawson
Geoff,Collins,Georgia Tech,2019,3,9,-12.0,18.8,28.9,Geoff Collins
Chris,Creighton,Eastern Michigan,2019,6,7,-8.6,29.3,37.8,Chris Creighton
Mario,Cristobal,Oregon,2019,12,2,19.0,35.6,15.5,Mario Cristobal
David,Cutcliffe,Duke,2019,5,7,-1.8,19.7,23.0,David Cutcliffe
Mark,Dantonio,Michigan State,2019,7,6,7.2,24.4,16.1,Mark Dantonio
Bob,Davie,New Mexico,2019,2,10,-17.0,20.6,39.2,Bob Davie
Butch,Davis,Florida International,2019,6,7,-7.0,22.0,29.4,Butch Davis
Ryan,Day,Ohio State,2019,13,1,35.4,44.4,10.6,Ryan Day
Manny,Diaz,Miami,2019,6,7,9.6,26.0,15.6,Manny Diaz
Dana,Dimel,UTEP,2019,1,11,-25.6,18.0,43.5,Dana Dimel
Dave,Doeren,NC State,2019,4,8,-6.3,22.0,29.7,Dave Doeren
Eli,Drinkwitz,App State,2019,12,1,11.3,34.3,23.2,Eli Drinkwitz
Sonny,Dykes,SMU,2019,10,3,4.4,34.6,28.3,Sonny Dykes
Randy,Edsall,UConn,2019,2,10,-24.4,16.2,39.7,Randy Edsall
Herm,Edwards,Arizona State,2019,8,5,6.3,28.0,23.7,Herm Edwards
Shawn,Elliott,Georgia State,2019,7,6,-10.5,29.4,38.4,Shawn Elliott
Kirk,Ferentz,Iowa,2019,10,3,16.7,30.0,15.2,Kirk Ferentz
Luke,Fickell,Cincinnati,2019,11,3,9.1,29.1,21.1,Luke Fickell
Jimbo,Fisher,Texas A&M,2019,8,5,15.0,34.0,19.4,Jimbo Fisher
Pat,Fitzgerald,Northwestern,2019,3,9,-5.5,16.5,20.0,Pat Fitzgerald
P.J.,Fleck,Minnesota,2019,11,2,19.4,39.8,19.6,P.J. Fleck
James,Franklin,Penn State,2019,11,2,24.3,37.5,15.7,James Franklin
Hugh,Freeze,Liberty,2019,8,5,-2.6,29.3,32.0,Hugh Freeze
Willie,Fritz,Tulane,2019,7,6,7.5,33.1,25.9,Willie Fritz
Scott,Frost,Nebraska,2019,5,7,2.6,32.2,27.4,Scott Frost
Justin,Fuente,Virginia Tech,2019,8,5,8.0,29.9,23.3,Justin Fuente
Mike,Gundy,Oklahoma State,2019,8,5,8.7,35.0,26.2,Mike Gundy
Odell,Haggins,Florida State,2019,2,2,1.8,30.2,27.1,Odell Haggins
Thomas,Hammock,Northern Illinois,2019,5,7,-13.9,20.7,34.2,Thomas Hammock
Jim,Harbaugh,Michigan,2019,9,4,20.7,35.7,16.0,Jim Harbaugh
Bryan,Harsin,Boise State,2019,12,2,8.1,32.9,25.0,Bryan Harsin
Will,Healy,Charlotte,2019,7,6,-6.3,29.9,35.1,Will Healy
Clay,Helton,USC,2019,8,5,13.1,39.0,26.7,Clay Helton
Tyson,Helton,Western Kentucky,2019,9,4,1.7,23.6,21.1,Tyson Helton
Tom,Herman,Texas,2019,8,5,12.0,38.7,28.5,Tom Herman
Josh,Heupel,UCF,2019,10,3,19.1,37.3,18.1,Josh Heupel
Dana,Holgorsen,Houston,2019,4,8,-4.3,29.6,35.4,Dana Holgorsen
Doc,Holliday,Marshall,2019,8,5,-1.9,23.8,26.6,Doc Holliday
Skip,Holtz,Louisiana Tech,2019,10,3,0.2,25.3,25.0,Skip Holtz
Jay,Hopson,Southern Miss,2019,7,6,-4.8,23.6,27.7,Jay Hopson
Mike,Houston,East Carolina,2019,4,8,-14.0,24.0,38.1,Mike Houston
Barry Lunney,Jr.,Arkansas,2019,0,2,-10.6,21.7,32.3,Barry Lunney Jr.
Brian,Kelly,Notre Dame,2019,11,2,17.7,35.8,18.5,Brian Kelly
Chip,Kelly,UCLA,2019,4,8,-3.9,28.4,32.5,Chip Kelly
Lane,Kiffin,Florida Atlantic,2019,11,3,-0.6,28.6,29.5,Lane Kiffin
Chris,Klieman,Kansas State,2019,8,5,6.0,28.8,24.8,Chris Klieman
Mike,Leach,Washington State,2019,6,7,11.1,41.7,33.1,Mike Leach
Lance,Leipold,Buffalo,2019,8,5,-2.0,25.0,24.6,Lance Leipold
Tim,Lester,Western Michigan,2019,7,6,-4.9,29.6,32.5,Tim Lester
Sean,Lewis,Kent State,2019,7,6,-10.2,25.9,37.9,Sean Lewis
Chip,Lindsey,Troy,2019,5,7,-4.4,32.2,35.4,Chip Lindsey
Seth,Littrell,North Texas,2019,4,8,-6.1,25.0,32.6,Seth Littrell
Mike,Locksley,Maryland,2019,3,9,-6.3,26.3,30.3,Mike Locksley
Scot,Loeffler,Bowling Green,2019,3,9,-27.5,14.9,39.5,Scot Loeffler
Rocky,Long,San Diego State,2019,10,3,2.0,16.6,16.6,Rocky Long
Matt,Luke,Ole Miss,2019,4,8,2.9,28.6,23.8,Matt Luke
Chad,Lunsford,Georgia Southern,2019,7,6,-4.5,22.2,27.4,Chad Lunsford
Gus,Malzahn,Auburn,2019,9,4,21.0,33.9,14.9,Gus Malzahn
Chuck,Martin,Miami (OH),2019,8,6,-9.2,19.8,30.0,Chuck Martin
Doug,Martin,New Mexico State,2019,2,10,-22.0,19.0,40.3,Doug Martin
Derek,Mason,Vanderbilt,2019,3,9,-10.4,21.8,33.6,Derek Mason
Jim,McElwain,Central Michigan,2019,8,6,-4.4,26.0,29.0,Jim McElwain
Bronco,Mendenhall,Virginia,2019,9,5,6.3,30.4,25.2,Bronco Mendenhall
Les,Miles,Kansas,2019,3,9,-9.8,26.2,34.8,Les Miles
Jeff,Monken,Army,2019,5,8,-2.1,28.6,30.4,Jeff Monken
Philip,Montgomery,Tulsa,2019,4,8,-2.5,24.6,25.2,Philip Montgomery
Joe,Moorhead,Mississippi State,2019,6,7,3.5,33.1,28.7,Joe Moorhead
Chad,Morris,Arkansas,2019,2,8,-10.6,21.7,32.3,Chad Morris
Dan,Mullen,Florida,2019,11,2,24.0,37.8,15.5,Dan Mullen
Will,Muschamp,South Carolina,2019,4,8,4.8,23.4,20.8,Will Muschamp
Billy,Napier,Louisiana,2019,11,3,9.6,36.7,28.3,Billy Napier
Pat,Narduzzi,Pittsburgh,2019,8,5,4.1,20.4,16.0,Pat Narduzzi
Mike,Neu,Ball State,2019,5,7,-4.5,29.5,32.6,Mike Neu
Ken,Niumatalolo,Navy,2019,11,2,9.9,36.0,25.5,Ken Niumatalolo
Jay,Norvell,Nevada,2019,7,6,-12.3,19.4,31.9,Jay Norvell
Mike,Norvell,Memphis,2019,12,2,18.0,39.5,23.4,Mike Norvell
Barry,Odom,Missouri,2019,6,6,7.8,24.5,17.1,Barry Odom
Ed,Orgeron,LSU,2019,15,0,33.1,48.9,17.7,Ed Orgeron
Gary,Patterson,TCU,2019,5,7,6.7,28.8,22.9,Gary Patterson
Chris,Petersen,Washington,2019,8,5,18.3,35.3,19.5,Chris Petersen
Jeremy,Pruitt,Tennessee,2019,8,5,10.8,27.8,17.4,Jeremy Pruitt
Matt,Rhule,Baylor,2019,11,3,17.8,34.7,17.3,Matt Rhule
Lincoln,Riley,Oklahoma,2019,12,2,22.9,46.1,24.9,Lincoln Riley
Nick,Rolovich,Hawai'i,2019,10,5,-1.9,34.7,35.8,Nick Rolovich
Nick,Saban,Alabama,2019,11,2,32.4,47.7,14.6,Nick Saban
Tony,Sanchez,UNLV,2019,4,8,-17.4,19.3,36.1,Tony Sanchez
Scott,Satterfield,Louisville,2019,8,5,0.2,34.6,33.6,Scott Satterfield
David,Shaw,Stanford,2019,4,8,-4.7,27.2,32.2,David Shaw
Kalani,Sitake,BYU,2019,7,6,1.3,28.6,26.2,Kalani Sitake
Kirby,Smart,Georgia,2019,12,2,26.8,34.2,10.0,Kirby Smart
Jonathan,Smith,Oregon State,2019,5,7,-0.7,33.8,32.8,Jonathan Smith
Lovie,Smith,Illinois,2019,6,7,0.6,24.4,25.8,Lovie Smith
Frank,Solich,Ohio,2019,7,6,3.7,35.9,33.5,Frank Solich
Jake,Spavital,Texas State,2019,3,9,-16.2,17.6,33.0,Jake Spavital
Rick,Stockstill,Middle Tennessee,2019,4,8,-11.3,27.2,37.4,Rick Stockstill
Mark,Stoops,Kentucky,2019,8,5,9.1,30.1,22.2,Mark Stoops
Charlie,Strong,South Florida,2019,4,8,-9.8,20.4,27.4,Charlie Strong
Kevin,Sumlin,Arizona,2019,4,8,-8.0,30.1,36.1,Kevin Sumlin
Dabo,Swinney,Clemson,2019,14,1,28.1,43.5,14.6,Dabo Swinney
Willie,Taggart,Florida State,2019,4,5,1.8,30.2,27.1,Willie Taggart
Jeff,Tedford,Fresno State,2019,4,8,-4.0,30.6,33.6,Jeff Tedford
Mel,Tucker,Colorado,2019,5,7,-4.1,30.1,34.7,Mel Tucker
Matt,Viator,UL Monroe,2019,5,7,-10.7,31.5,40.8,Matt Viator
Matt,Wells,Texas Tech,2019,4,8,2.7,32.5,31.2,Matt Wells
Kyle,Whittingham,Utah,2019,11,3,19.5,36.5,17.0,Kyle Whittingham
Justin,Wilcox,California,2019,8,5,-2.6,23.8,24.7,Justin Wilcox
Bobby,Wilder,Old Dominion,2019,1,11,-24.4,10.6,34.3,Bobby Wilder
Frank,Wilson,UTSA,2019,4,8,-23.7,18.9,41.7,Frank Wilson
Steve,Addazio,Colorado State,2020,1,3,-6.5,24.2,30.5,Steve Addazio
Tom,Allen,Indiana,2020,6,2,11.2,33.6,22.6,Tom Allen
Gary,Andersen,Utah State,2020,0,3,-16.7,20.2,37.0,Gary Andersen
Blake,Anderson,Arkansas State,2020,4,7,-6.5,31.1,37.2,Blake Anderson
Dave,Aranda,Baylor,2020,2,7,1.3,25.6,24.2,Dave Aranda
Marcus,Arroyo,UNLV,2020,0,6,-19.7,22.0,41.5,Marcus Arroyo
Tom,Arth,Akron,2020,1,5,,,,Tom Arth
Dino,Babers,Syracuse,2020,1,10,,,,Dino Babers
