first_name,last_name,school,year,wins,losses,sp_overall,sp_offense,sp_defense,coach_name
Jimbo,Fisher,Texas A&M,2022,5,7,9.1,25.4,16.6,Jimbo Fisher
Pat,Fitzgerald,Northwestern,2022,1,11,-13.4,17.0,28.6,Pat Fitzgerald
P.J.,Fleck,Minnesota,2022,9,4,16.0,23.5,8.6,P.J. Fleck
James,Franklin,Penn State,2022,11,2,22.4,36.6,13.9,James Franklin
Marcus,Freeman,Notre Dame,2022,9,4,10.3,30.5,21.4,Marcus Freeman
Hugh,Freeze,Liberty,2022,8,4,-1.5,24.1,25.4,Hugh Freeze
Willie,Fritz,Tulane,2022,12,2,12.4,32.0,19.7,Willie Fritz
Scott,Frost,Nebraska,2022,1,2,-1.2,25.5,25.6,Scott Frost
Danny,Gonzales,New Mexico,2022,2,10,-26.9,6.0,31.9,Danny Gonzales
Mike,Gundy,Oklahoma State,2022,7,6,11.3,37.6,27.9,Mike Gundy
Jeff,Hafley,Boston College,2022,3,9,-14.9,20.4,33.8,Jeff Hafley
Will,Hall,Southern Miss,2022,7,6,-3.5,18.3,22.9,Will Hall
Thomas,Hammock,Northern Illinois,2022,3,9,-18.8,25.3,43.1,Thomas Hammock
Jim,Harbaugh,Michigan,2022,13,1,32.0,38.0,7.6,Jim Harbaugh
Bryan,Harsin,Auburn,2022,3,5,5.1,32.6,27.9,Bryan Harsin
Will,Healy,Charlotte,2022,1,7,-16.4,24.0,39.2,Will Healy
Clay,Helton,Georgia Southern,2022,6,7,-6.4,34.3,40.3,Clay Helton
Tyson,Helton,Western Kentucky,2022,9,5,1.7,31.3,30.1,Tyson Helton
Josh,Heupel,Tennessee,2022,11,2,25.2,47.3,22.6,Josh Heupel
Brady,Hoke,San Diego State,2022,7,6,-4.4,15.1,21.1,Brady Hoke
Dana,Holgorsen,Houston,2022,8,5,4.5,42.5,37.7,Dana Holgorsen
Mike,Houston,East Carolina,2022,8,5,1.1,31.5,28.7,Mike Houston
Charles,Huff,Marshall,2022,9,4,3.0,15.7,11.4,Charles Huff
Butch,Jones,Arkansas State,2022,3,9,-13.0,23.7,38.5,Butch Jones
Mickey,Joseph,Nebraska,2022,3,6,-1.2,25.5,25.6,Mickey Joseph
Brian,Kelly,LSU,2022,10,4,16.2,34.2,17.6,Brian Kelly
Chip,Kelly,UCLA,2022,9,4,15.0,45.7,30.1,Chip Kelly
Brent,Key,Georgia Tech,2022,4,4,-11.8,18.8,29.5,Brent Key
Lane,Kiffin,Ole Miss,2022,8,5,16.2,38.8,23.7,Lane Kiffin
Jerry,Kill,New Mexico State,2022,7,6,-15.4,12.0,26.0,Jerry Kill
Chris,Klieman,Kansas State,2022,10,4,21.4,36.4,15.7,Chris Klieman
Dan,Lanning,Oregon,2022,10,3,18.9,44.9,26.5,Dan Lanning
Rhett,Lashlee,SMU,2022,7,6,4.7,42.0,38.1,Rhett Lashlee
Clark,Lea,Vanderbilt,2022,5,7,-4.7,29.9,33.4,Clark Lea
Mike,Leach,Mississippi State,2022,8,4,15.4,35.1,19.9,Mike Leach
Lance,Leipold,Kansas,2022,6,7,2.9,40.6,36.0,Lance Leipold
Jim,Leonhard,Wisconsin,2022,4,3,8.3,25.7,17.1,Jim Leonhard
Tim,Lester,Western Michigan,2022,5,7,-17.3,11.2,27.3,Tim Lester
Sean,Lewis,Kent State,2022,5,7,-13.1,25.6,37.9,Sean Lewis
Maurice,Linguist,Buffalo,2022,7,6,-9.2,25.0,35.0,Maurice Linguist
Seth,Littrell,North Texas,2022,7,6,-1.5,31.3,34.1,Seth Littrell
Mike,Locksley,Maryland,2022,8,5,11.2,33.8,24.2,Mike Locksley
Scot,Loeffler,Bowling Green,2022,6,7,-18.1,23.8,40.6,Scot Loeffler
Mike,MacIntyre,Florida International,2022,4,8,-25.5,18.4,42.3,Mike MacIntyre
Gus,Malzahn,UCF,2022,9,5,10.3,31.1,20.3,Gus Malzahn
Chuck,Martin,Miami (OH),2022,6,7,-12.7,8.6,22.1,Chuck Martin
Jim,McElwain,Central Michigan,2022,4,8,-14.0,19.0,32.2,Jim McElwain
Joey,McGuire,Texas Tech,2022,8,5,8.5,38.5,30.5,Joey McGuire
Jeff,Monken,Army,2022,6,6,-1.5,24.6,25.3,Jeff Monken
Philip,Montgomery,Tulsa,2022,5,7,-6.1,32.7,38.5,Philip Montgomery
Joe,Moorhead,Akron,2022,2,10,-23.4,16.7,38.5,Joe Moorhead
Jim,Mora,UConn,2022,6,7,-14.6,14.2,27.9,Jim Mora
Billy,Napier,Florida,2022,6,7,10.4,39.6,29.5,Billy Napier
Pat,Narduzzi,Pittsburgh,2022,9,4,8.6,32.8,24.7,Pat Narduzzi
Mike,Neu,Ball State,2022,5,7,-14.9,16.0,30.1,Mike Neu
Ken,Niumatalolo,Navy,2022,4,8,-7.2,18.2,24.4,Ken Niumatalolo
Jay,Norvell,Colorado State,2022,3,9,-22.2,7.8,29.0,Jay Norvell
Mike,Norvell,Florida State,2022,10,3,13.2,34.8,20.4,Mike Norvell
Sam,Pittman,Arkansas,2022,7,6,12.0,38.3,26.3,Sam Pittman
Brent,Pry,Virginia Tech,2022,3,8,-9.5,13.5,22.8,Brent Pry
Ricky,Rahne,Old Dominion,2022,3,9,-13.0,16.9,29.3,Ricky Rahne
Lincoln,Riley,USC,2022,11,3,18.9,46.6,26.3,Lincoln Riley
Peter,Rossomando,Charlotte,2022,2,2,-16.4,24.0,39.2,Peter Rossomando
Nick,Saban,Alabama,2022,11,2,30.3,42.9,14.2,Nick Saban
Mike,Sanford Jr.,Colorado,2022,1,6,-20.4,24.0,45.0,Mike Sanford Jr.
Steve,Sarkisian,Texas,2022,8,5,23.1,38.1,15.6,Steve Sarkisian
Scott,Satterfield,Louisville,2022,7,5,9.0,27.0,19.1,Scott Satterfield
Greg,Schiano,Rutgers,2022,4,8,-9.1,16.4,25.2,Greg Schiano
Jeff,Scott,South Florida,2022,1,8,-17.0,34.1,50.3,Jeff Scott
David,Shaw,Stanford,2022,3,9,-7.2,25.6,34.2,David Shaw
Ryan,Silverfield,Memphis,2022,7,6,6.8,37.0,31.8,Ryan Silverfield
Kalani,Sitake,BYU,2022,8,5,-1.4,34.3,34.8,Kalani Sitake
Kirby,Smart,Georgia,2022,15,0,35.3,37.2,3.7,Kirby Smart
Jonathan,Smith,Oregon State,2022,10,3,14.3,33.3,17.7,Jonathan Smith
Jake,Spavital,Texas State,2022,4,8,-11.5,17.4,29.5,Jake Spavital
Chad,Staggs,Coastal Carolina,2022,0,1,0.6,32.7,30.6,Chad Staggs
Rick,Stockstill,Middle Tennessee,2022,8,5,-6.9,25.6,33.3,Rick Stockstill
Mark,Stoops,Kentucky,2022,7,6,13.0,23.2,9.9,Mark Stoops
Jon,Sumrall,Troy,2022,12,2,8.1,17.7,11.2,Jon Sumrall
Dabo,Swinney,Clemson,2022,11,3,17.6,34.9,18.5,Dabo Swinney
Willie,Taggart,Florida Atlantic,2022,5,7,-7.1,24.4,30.4,Willie Taggart
Jeff,Tedford,Fresno State,2022,10,4,3.3,27.1,24.4,Jeff Tedford
Jeff,Traylor,UTSA,2022,11,3,7.2,39.3,32.6,Jeff Traylor
Mel,Tucker,Michigan State,2022,5,7,1.2,31.9,29.7,Mel Tucker
Brent,Venables,Oklahoma,2022,6,7,15.4,40.8,26.5,Brent Venables
Bryant,Vincent,UAB,2022,7,6,-0.5,25.7,25.3,Bryant Vincent
Kyle,Whittingham,Utah,2022,10,4,19.2,37.3,17.3,Kyle Whittingham
Justin,Wilcox,California,2022,4,8,-3.0,23.2,25.9,Justin Wilcox
Cadillac,Williams,Auburn,2022,2,2,5.1,32.6,27.9,Cadillac Williams
Ken,Wilson,Nevada,2022,2,10,-22.4,15.9,37.8,Ken Wilson
Kane,Wommack,South Alabama,2022,10,3,10.8,26.8,17.4,Kane Wommack
Tim,Albin,Ohio,2023,10,3,-1.6,18.5,18.1,Tim Albin
Tom,Allen,Indiana,2023,3,9,-7.4,19.6,27.2,Tom Allen
Blake,Anderson,Utah State,2023,6,7,-10.9,28.6,38.6,Blake Anderson
Dave,Aranda,Baylor,2023,3,9,-8.3,24.5,32.6,Dave Aranda
Zach,Arnett,Mississippi State,2023,4,6,0.5,24.7,24.9,Zach Arnett
Andy,Avalos,Boise State,2023,5,5,5.9,32.7,28.2,Andy Avalos
Dino,Babers,Syracuse,2023,5,6,-4.4,22.2,26.1,Dino Babers
Harlon,Barnett,Michigan State,2023,2,8,-6.8,15.7,24.0,Harlon Barnett
Shane,Beamer,South Carolina,2023,5,7,4.3,28.2,25.6,Shane Beamer
Tim,Beck,Coastal Carolina,2023,8,5,-1.2,27.6,27.2,Tim Beck
Bret,Bielema,Illinois,2023,5,7,-2.5,21.6,24.1,Bret Bielema
Mike,Bloomgren,Rice,2023,6,7,-10.2,26.0,34.4,Mike Bloomgren
Craig,Bohl,Wyoming,2023,9,4,-3.6,23.5,26.1,Craig Bohl
Terry,Bowden,UL Monroe,2023,2,10,-21.6,17.6,37.5,Terry Bowden
David,Braun,Northwestern,2023,8,5,-1.3,18.5,18.5,David Braun
Brent,Brennan,San José State,2023,7,6,-3.4,28.1,29.5,Brent Brennan
Jeff,Brohm,Louisville,2023,10,4,8.0,30.1,22.3,Jeff Brohm
Don,Brown,Massachusetts,2023,3,9,-17.5,20.8,36.2,Don Brown
Mack,Brown,North Carolina,2023,8,5,7.4,34.4,27.8,Mack Brown
Neal,Brown,West Virginia,2023,9,4,7.5,31.5,24.6,Neal Brown
Kenni,Burns,Kent State,2023,1,11,-26.3,8.2,34.8,Kenni Burns
Troy,Calhoun,Air Force,2023,9,4,5.9,25.6,20.9,Troy Calhoun
Nunzio,Campanile,Syracuse,2023,1,1,-4.4,22.2,26.1,Nunzio Campanile
Matt,Campbell,Iowa State,2023,7,6,7.5,26.4,20.1,Matt Campbell
Jason,Candle,Toledo,2023,11,3,3.7,25.5,21.7,Jason Candle
Jamey,Chadwell,Liberty,2023,13,1,8.0,36.2,26.3,Jamey Chadwell
Timmy,Chang,Hawai'i,2023,5,8,-16.4,19.4,35.7,Timmy Chang
Curt,Cignetti,James Madison,2023,11,1,11.8,34.6,23.7,Curt Cignetti
Shawn,Clark,App State,2023,9,5,3.8,33.5,30.7,Shawn Clark
Dave,Clawson,Wake Forest,2023,4,8,-7.9,20.2,26.9,Dave Clawson
Chris,Creighton,Eastern Michigan,2023,6,7,-12.3,13.0,26.8,Chris Creighton
Mario,Cristobal,Miami,2023,7,6,9.6,30.7,23.1,Mario Cristobal
Sonny,Cumbie,Louisiana Tech,2023,3,9,-12.9,22.1,36.0,Sonny Cumbie
Spencer,Danielson,Boise State,2023,3,1,5.9,32.7,28.2,Spencer Danielson
Ryan,Day,Ohio State,2023,11,2,25.2,31.5,7.8,Ryan Day
Kalen,DeBoer,Washington,2023,14,1,16.4,40.3,24.7,Kalen DeBoer
Michael,Desormeaux,Louisiana,2023,6,7,0.4,32.4,33.1,Michael Desormeaux
Jake,Dickert,Washington State,2023,5,7,4.9,31.0,27.4,Jake Dickert
Trent,Dilfer,UAB,2023,4,8,-14.7,26.9,39.6,Trent Dilfer
Kenny,Dillingham,Arizona State,2023,3,9,-11.3,20.2,29.9,Kenny Dillingham
Dana,Dimel,UTEP,2023,3,9,-16.2,16.9,32.0,Dana Dimel
Dave,Doeren,NC State,2023,9,4,7.4,25.5,19.7,Dave Doeren
Stan,Drayton,Temple,2023,3,9,-21.0,18.6,37.8,Stan Drayton
Eli,Drinkwitz,Missouri,2023,11,2,19.3,36.5,18.0,Eli Drinkwitz
Sonny,Dykes,TCU,2023,5,7,7.9,33.5,25.3,Sonny Dykes
Mike,Elko,Duke,2023,7,5,9.4,27.3,19.5,Mike Elko
Shawn,Elliott,Georgia State,2023,7,6,-6.8,28.2,33.3,Shawn Elliott
Tony,Elliott,Virginia,2023,3,9,-10.8,21.0,31.7,Tony Elliott
Kirk,Ferentz,Iowa,2023,10,4,5.8,13.8,9.3,Kirk Ferentz
Luke,Fickell,Wisconsin,2023,7,6,9.4,22.2,14.1,Luke Fickell
Jedd,Fisch,Arizona,2023,10,3,14.1,37.3,23.1,Jedd Fisch
Jimbo,Fisher,Texas A&M,2023,6,4,15.6,34.5,18.8,Jimbo Fisher
P.J.,Fleck,Minnesota,2023,6,7,0.4,20.0,21.1,P.J. Fleck
James,Franklin,Penn State,2023,10,3,23.5,32.7,10.5,James Franklin
Marcus,Freeman,Notre Dame,2023,10,3,20.1,36.3,16.7,Marcus Freeman
Hugh,Freeze,Auburn,2023,6,7,7.6,26.4,20.1,Hugh Freeze
Willie,Fritz,Tulane,2023,11,2,2.8,26.5,24.4,Willie Fritz
Greg,Gasparato,Troy,2023,0,1,9.8,30.7,20.1,Greg Gasparato
Alex,Golesh,South Florida,2023,7,6,-6.6,28.4,34.5,Alex Golesh
Danny,Gonzales,New Mexico,2023,4,8,-16.5,22.5,37.2,Danny Gonzales
Mike,Gundy,Oklahoma State,2023,10,4,6.7,32.8,27.1,Mike Gundy
Jeff,Hafley,Boston College,2023,7,6,-5.9,22.2,27.6,Jeff Hafley
Will,Hall,Southern Miss,2023,3,9,-14.4,23.5,36.4,Will Hall
Thomas,Hammock,Northern Illinois,2023,7,6,-7.5,18.3,24.2,Thomas Hammock
Jim,Harbaugh,Michigan,2023,15,0,31.3,36.6,7.2,Jim Harbaugh
Clay,Helton,Georgia Southern,2023,6,7,-5.2,30.8,36.5,Clay Helton
Tyson,Helton,Western Kentucky,2023,8,5,-2.0,28.7,30.1,Tyson Helton
Tom,Herman,Florida Atlantic,2023,4,8,-9.4,19.8,27.9,Tom Herman
Josh,Heupel,Tennessee,2023,9,4,16.2,34.9,19.2,Josh Heupel
Brady,Hoke,San Diego State,2023,4,8,-10.3,19.4,30.2,Brady Hoke
Dana,Holgorsen,Houston,2023,4,8,-7.8,25.6,32.2,Dana Holgorsen
Mike,Houston,East Carolina,2023,2,10,-12.8,15.4,28.1,Mike Houston
Charles,Huff,Marshall,2023,6,7,-9.0,24.4,31.5,Charles Huff
Kefense,Hynson,Oregon State,2023,0,1,12.6,33.2,22.3,Kefense Hynson
Butch,Jones,Arkansas State,2023,6,7,-6.3,25.8,32.8,Butch Jones
K.C.,Keeler,Sam Houston,2023,3,9,-13.8,16.0,28.8,K.C. Keeler
Brian,Kelly,LSU,2023,10,3,19.1,44.6,25.0,Brian Kelly
Chip,Kelly,UCLA,2023,8,5,9.7,29.6,18.4,Chip Kelly
Brent,Key,Georgia Tech,2023,7,6,0.3,29.4,29.1,Brent Key
Lane,Kiffin,Ole Miss,2023,11,2,18.4,36.3,19.2,Lane Kiffin
Jerry,Kill,New Mexico State,2023,10,5,-1.8,23.3,25.8,Jerry Kill
G.J.,Kinne,Texas State,2023,8,5,-1.6,31.2,33.8,G.J. Kinne
Chris,Klieman,Kansas State,2023,9,4,16.2,38.9,21.8,Chris Klieman
Greg,Knox,Mississippi State,2023,1,1,0.5,24.7,24.9,Greg Knox
Dan,Lanning,Oregon,2023,12,2,26.2,45.0,18.2,Dan Lanning
Rhett,Lashlee,SMU,2023,11,3,10.1,34.1,23.0,Rhett Lashlee
Clark,Lea,Vanderbilt,2023,2,10,-12.7,23.6,36.3,Clark Lea
Lance,Leipold,Kansas,2023,9,4,9.9,35.6,26.1,Lance Leipold
Maurice,Linguist,Buffalo,2023,3,9,-15.2,15.3,29.5,Maurice Linguist
Mike,Locksley,Maryland,2023,8,5,11.0,28.3,17.6,Mike Locksley
Scot,Loeffler,Bowling Green,2023,7,6,-7.8,21.5,27.4,Scot Loeffler
Mike,MacIntyre,Florida International,2023,4,8,-21.2,16.0,35.6,Mike MacIntyre
Gus,Malzahn,UCF,2023,6,7,3.4,30.3,25.2,Gus Malzahn
Chuck,Martin,Miami (OH),2023,11,3,2.8,18.5,17.7,Chuck Martin
Jim,McElwain,Central Michigan,2023,5,7,-19.1,16.8,34.0,Jim McElwain
Joey,McGuire,Texas Tech,2023,7,6,6.1,29.6,24.7,Joey McGuire
Jeff,Monken,Army,2023,6,6,-4.0,18.4,22.5,Jeff Monken
Joe,Moorhead,Akron,2023,2,10,-21.6,10.5,30.1,Joe Moorhead
Jim,Mora,UConn,2023,3,9,-15.6,17.0,31.0,Jim Mora
Eric,Morris,North Texas,2023,5,7,-6.7,32.9,41.3,Eric Morris
Slade,Nagle,Tulane,2023,0,1,2.8,26.5,24.4,Slade Nagle
Billy,Napier,Florida,2023,5,7,6.8,31.1,26.0,Billy Napier
Pat,Narduzzi,Pittsburgh,2023,3,9,-7.3,19.3,26.0,Pat Narduzzi
Mike,Neu,Ball State,2023,4,8,-14.9,12.6,26.3,Mike Neu
Brian,Newberry,Navy,2023,5,7,-13.7,15.0,27.2,Brian Newberry
Jay,Norvell,Colorado State,2023,5,7,-8.9,21.9,32.0,Jay Norvell
Mike,Norvell,Florida State,2023,13,1,19.4,34.1,16.5,Mike Norvell
Barry,Odom,UNLV,2023,9,5,1.4,32.1,32.7,Barry Odom
Sam,Pittman,Arkansas,2023,4,8,3.5,28.3,26.6,Sam Pittman
Biff,Poggi,Charlotte,2023,3,9,-21.4,14.8,34.4,Biff Poggi
Brent,Pry,Virginia Tech,2023,7,6,5.8,27.5,23.3,Brent Pry
Ricky,Rahne,Old Dominion,2023,6,7,-10.1,23.1,31.3,Ricky Rahne
Matt,Rhule,Nebraska,2023,5,7,0.3,15.6,13.9,Matt Rhule
Lincoln,Riley,USC,2023,8,5,9.4,43.3,32.8,Lincoln Riley
Elijah,Robinson,Texas A&M,2023,1,2,15.6,34.5,18.8,Elijah Robinson
Rich,Rodriguez,Jacksonville State,2023,9,4,-1.6,24.8,25.9,Rich Rodriguez
Nick,Saban,Alabama,2023,12,2,23.1,36.8,15.6,Nick Saban
Deion,Sanders,Colorado,2023,4,8,-4.9,29.6,34.4,Deion Sanders
Steve,Sarkisian,Texas,2023,12,2,23.2,39.3,17.7,Steve Sarkisian
Scott,Satterfield,Cincinnati,2023,3,9,-6.8,21.3,28.3,Scott Satterfield
Greg,Schiano,Rutgers,2023,7,6,3.5,21.0,18.7,Greg Schiano
Ryan,Silverfield,Memphis,2023,10,3,3.5,37.1,33.8,Ryan Silverfield
Kalani,Sitake,BYU,2023,5,7,-3.3,25.3,30.3,Kalani Sitake
Kirby,Smart,Georgia,2023,13,1,31.2,41.5,12.2,Kirby Smart
Jonathan,Smith,Oregon State,2023,8,4,12.6,33.2,22.3,Jonathan Smith
Rick,Stockstill,Middle Tennessee,2023,4,8,-9.5,21.5,30.0,Rick Stockstill
Mark,Stoops,Kentucky,2023,7,6,10.5,31.6,22.2,Mark Stoops
Jon,Sumrall,Troy,2023,11,2,9.8,30.7,20.1,Jon Sumrall
Dabo,Swinney,Clemson,2023,9,4,10.5,29.3,19.0,Dabo Swinney
Lance,Taylor,Western Michigan,2023,4,8,-15.9,19.1,33.2,Lance Taylor
Trooper,Taylor,Duke,2023,1,0,9.4,27.3,19.5,Trooper Taylor
Troy,Taylor,Stanford,2023,3,9,-11.9,21.4,34.5,Troy Taylor
Jeff,Tedford,Fresno State,2023,9,4,2.5,28.9,27.9,Jeff Tedford
Jeff,Traylor,UTSA,2023,9,4,5.4,31.3,27.3,Jeff Traylor
Mel,Tucker,Michigan State,2023,2,0,-6.8,15.7,24.0,Mel Tucker
Brent,Venables,Oklahoma,2023,10,3,15.0,38.5,22.6,Brent Venables
Ryan,Walters,Purdue,2023,4,8,-7.3,21.8,27.1,Ryan Walters
Kyle,Whittingham,Utah,2023,8,5,8.5,26.7,19.4,Kyle Whittingham
Justin,Wilcox,California,2023,6,7,-0.1,30.6,28.7,Justin Wilcox
Ken,Wilson,Nevada,2023,2,10,-22.0,14.6,37.0,Ken Wilson
Kevin,Wilson,Tulsa,2023,4,8,-13.7,20.9,34.7,Kevin Wilson
Kane,Wommack,South Alabama,2023,7,6,5.1,30.6,26.0,Kane Wommack
Damian,Wroblewski,James Madison,2023,0,1,11.8,34.6,23.7,Damian Wroblewski
