year,team,conference,wins,losses,games
2021,Illinois,Big Ten,5,7,12
2021,Air Force,Mountain West,10,3,13
2021,Akron,Mid-American,2,10,12
2021,App State,Sun Belt,10,4,14
2021,Arkansas State,Sun Belt,2,10,12
2021,Ball State,Mid-American,6,7,13
2021,Buffalo,Mid-American,4,8,12
2021,UCF,American Athletic,9,4,13
2021,Central Michigan,Mid-American,9,4,13
2021,Cincinnati,American Athletic,13,1,14
2021,Eastern Michigan,Mid-American,7,6,13
2021,Florida Atlantic,Conference USA,5,7,12
2021,Florida International,Conference USA,1,11,12
2021,Georgia State,Sun Belt,8,5,13
2021,Iowa,Big Ten,10,4,14
2021,Kansas,Big 12,2,10,12
2021,Kansas State,Big 12,8,5,13
2021,Kent State,Mid-American,7,7,14
2021,Liberty,FBS Independents,8,5,13
2021,Louisiana Tech,Conference USA,3,9,12
2021,Miami,ACC,7,5,12
2021,Middle Tennessee,Conference USA,7,6,13
2021,Navy,American Athletic,4,8,12
2021,Charlotte,Conference USA,5,7,12
2021,UL Monroe,Sun Belt,4,8,12
2021,UNLV,Mountain West,2,10,12
2021,Nevada,Mountain West,8,5,13
2021,Northern Illinois,Mid-American,9,5,14
2021,Oregon,Pac-12,10,4,14
2021,Purdue,Big Ten,9,4,13
2021,SMU,American Athletic,8,4,12
2021,Southern Miss,Conference USA,3,9,12
2021,South Carolina,SEC,7,6,13
2021,TCU,Big 12,5,7,12
2021,Tennessee,SEC,7,6,13
2021,UTSA,Conference USA,12,2,14
2021,UTEP,Conference USA,7,6,13
2021,Texas Tech,Big 12,7,6,13
2021,Toledo,Mid-American,7,6,13
2021,Troy,Sun Belt,5,7,12
2021,Tulane,American Athletic,2,10,12
2021,Western Michigan,Mid-American,8,5,13
2021,Wyoming,Mountain West,7,6,13
2022,Kent State,Mid-American,5,7,12
2022,Eastern Michigan,Mid-American,9,4,13
2022,UL Monroe,Sun Belt,4,8,12
2022,Colorado,Pac-12,1,11,12
2022,Toledo,Mid-American,9,5,14
2022,Texas A&M,SEC,5,7,12
2022,Utah,Pac-12,10,4,14
2022,Maryland,Big Ten,8,5,13
2022,Georgia Tech,ACC,5,7,12
2022,Ole Miss,SEC,8,5,13
2022,Coastal Carolina,Sun Belt,9,4,13
2022,Washington State,Pac-12,7,6,13
2022,Rutgers,Big Ten,4,8,12
2022,Georgia,SEC,15,0,15
2022,Minnesota,Big Ten,9,4,13
2022,BYU,FBS Independents,8,5,13
2022,Oregon,Pac-12,10,3,13
2022,Western Kentucky,Conference USA,9,5,14
2022,Middle Tennessee,Conference USA,8,5,13
2022,Louisville,ACC,8,5,13
2022,Wisconsin,Big Ten,7,6,13
2022,Miami,ACC,5,7,12
2022,Oklahoma State,Big 12,7,6,13
2022,South Alabama,Sun Belt,10,3,13
2022,Oklahoma,Big 12,6,7,13
2022,Temple,American Athletic,3,9,12
2022,Boise State,Mountain West,10,4,14
2022,Wyoming,Mountain West,7,6,13
2022,Navy,American Athletic,4,8,12
2022,Cincinnati,American Athletic,9,4,13
2022,Tulane,American Athletic,12,2,14
2022,North Texas,Conference USA,7,7,14
2022,Georgia Southern,Sun Belt,6,7,13
2022,New Mexico State,FBS Independents,7,6,13
2022,Louisiana,Sun Belt,6,7,13
2022,Bowling Green,Mid-American,6,7,13
2022,Notre Dame,FBS Independents,9,4,13
2022,LSU,SEC,10,4,14
2022,Missouri,SEC,6,7,13
2022,Memphis,American Athletic,7,6,13
2022,Florida,SEC,6,7,13
2022,San José State,Mountain West,7,5,12
2022,Northwestern,Big Ten,1,11,12
2022,Clemson,ACC,11,3,14
2022,Arkansas State,Sun Belt,3,9,12
2022,Florida Atlantic,Conference USA,5,7,12
2022,South Carolina,SEC,8,5,13
2022,Indiana,Big Ten,4,8,12
2022,San Diego State,Mountain West,7,6,13
2022,Florida International,Conference USA,4,8,12
2022,Kentucky,SEC,7,6,13
2022,Nebraska,Big Ten,4,8,12
2022,Troy,Sun Belt,12,2,14
2022,UAB,Conference USA,7,6,13
2022,Illinois,Big Ten,8,5,13
2022,Central Michigan,Mid-American,4,8,12
2022,Louisiana Tech,Conference USA,3,9,12
2022,UNLV,Mountain West,5,7,12
2022,Iowa State,Big 12,4,8,12
2022,Wake Forest,ACC,8,5,13
2022,Ohio State,Big Ten,11,2,13
2022,Auburn,SEC,5,7,12
2022,Ohio,Mid-American,10,4,14
2022,Purdue,Big Ten,8,6,14
2022,Tennessee,SEC,11,2,13
2022,UTEP,Conference USA,5,7,12
2022,Washington,Pac-12,11,2,13
2022,Army,FBS Independents,6,6,12
2022,Virginia Tech,ACC,3,8,11
2022,Boston College,ACC,3,9,12
2022,Hawai'i,Mountain West,3,10,13
2022,Syracuse,ACC,7,6,13
2022,Massachusetts,FBS Independents,1,11,12
2022,Kansas,Big 12,6,7,13
2022,Iowa,Big Ten,8,5,13
2022,Utah State,Mountain West,6,7,13
2022,Texas State,Sun Belt,4,8,12
2022,Southern Miss,Sun Belt,7,6,13
2022,Alabama,SEC,11,2,13
2022,Virginia,ACC,3,7,10
2022,North Carolina,ACC,9,5,14
2022,Oregon State,Pac-12,10,3,13
2022,Ball State,Mid-American,5,7,12
2022,Vanderbilt,SEC,5,7,12
2022,Tulsa,American Athletic,5,7,12
2022,UConn,FBS Independents,6,7,13
2022,South Florida,American Athletic,1,11,12
2022,Nevada,Mountain West,2,10,12
2022,Buffalo,Mid-American,7,6,13
2022,Colorado State,Mountain West,3,9,12
2022,USC,Pac-12,11,3,14
2022,App State,Sun Belt,6,6,12
2022,Houston,American Athletic,8,5,13
2022,West Virginia,Big 12,5,7,12
2022,Akron,Mid-American,2,10,12
2022,Charlotte,Conference USA,3,9,12
2022,Baylor,Big 12,6,7,13
2022,UCLA,Pac-12,9,4,13
2022,Rice,Conference USA,5,8,13
2022,TCU,Big 12,13,2,15
2022,UCF,American Athletic,9,5,14
2022,Mississippi State,SEC,9,4,13
2022,Texas,Big 12,8,5,13
2022,Michigan,Big Ten,13,1,14
2022,Kansas State,Big 12,10,4,14
2022,New Mexico,Mountain West,2,10,12
2022,Liberty,FBS Independents,8,5,13
2022,UTSA,Conference USA,11,3,14
2022,Old Dominion,Sun Belt,3,9,12
2022,Duke,ACC,9,4,13
2022,Marshall,Sun Belt,9,4,13
2022,Florida State,ACC,10,3,13
2022,Arizona,Pac-12,5,7,12
2022,Penn State,Big Ten,11,2,13
2022,Miami (OH),Mid-American,6,7,13
2022,Western Michigan,Mid-American,5,7,12
2022,Northern Illinois,Mid-American,3,9,12
2022,Michigan State,Big Ten,5,7,12
2022,SMU,American Athletic,7,6,13
2022,James Madison,Sun Belt,8,3,11
2022,Air Force,Mountain West,10,3,13
2022,Georgia State,Sun Belt,4,8,12
2022,Pittsburgh,ACC,9,4,13
2022,Fresno State,Mountain West,10,4,14
2022,NC State,ACC,8,5,13
2022,Stanford,Pac-12,3,9,12
2022,Arizona State,Pac-12,3,9,12
2022,California,Pac-12,4,8,12
2022,Arkansas,SEC,7,6,13
2022,East Carolina,American Athletic,8,5,13
2022,Texas Tech,Big 12,8,5,13
2023,BYU,Big 12,5,7,12
2023,Kent State,Mid-American,1,11,12
2023,Eastern Michigan,Mid-American,6,7,13
2023,UL Monroe,Sun Belt,2,10,12
2023,Colorado,Pac-12,4,8,12
2023,Toledo,Mid-American,11,3,14
2023,Texas A&M,SEC,7,6,13
2023,Utah,Pac-12,8,5,13
2023,Maryland,Big Ten,8,5,13
2023,Georgia Tech,ACC,7,6,13
2023,Ole Miss,SEC,11,2,13
2023,Coastal Carolina,Sun Belt,8,5,13
2023,Washington State,Pac-12,5,7,12
2023,Rutgers,Big Ten,7,6,13
2023,Georgia,SEC,13,1,14
2023,Minnesota,Big Ten,6,7,13
2023,New Mexico State,Conference USA,10,5,15
2023,Oregon,Pac-12,12,2,14
2023,Western Kentucky,Conference USA,8,5,13
2023,Middle Tennessee,Conference USA,4,8,12
2023,Louisville,ACC,10,4,14
2023,Wisconsin,Big Ten,7,6,13
2023,Miami,ACC,7,6,13
2023,Oklahoma State,Big 12,10,4,14
2023,South Alabama,Sun Belt,7,6,13
2023,Oklahoma,Big 12,10,3,13
2023,Temple,American Athletic,3,9,12
2023,Boise State,Mountain West,8,6,14
2023,North Texas,American Athletic,5,7,12
2023,Jacksonville State,Conference USA,9,4,13
2023,Wyoming,Mountain West,9,4,13
2023,Navy,American Athletic,5,7,12
2023,Tulane,American Athletic,11,3,14
2023,Georgia Southern,Sun Belt,6,7,13
2023,Louisiana,Sun Belt,6,7,13
2023,Bowling Green,Mid-American,7,6,13
2023,Notre Dame,FBS Independents,10,3,13
2023,LSU,SEC,10,3,13
2023,Missouri,SEC,11,2,13
2023,Memphis,American Athletic,10,3,13
2023,Florida,SEC,5,7,12
2023,San José State,Mountain West,7,6,13
2023,Northwestern,Big Ten,8,5,13
2023,Clemson,ACC,9,4,13
2023,Arkansas State,Sun Belt,6,7,13
2023,South Carolina,SEC,5,7,12
2023,Indiana,Big Ten,3,9,12
2023,San Diego State,Mountain West,4,8,12
2023,Florida International,Conference USA,4,8,12
2023,Kentucky,SEC,7,6,13
2023,Nebraska,Big Ten,5,7,12
2023,Troy,Sun Belt,11,3,14
2023,Illinois,Big Ten,5,7,12
2023,Central Michigan,Mid-American,5,7,12
2023,UCF,Big 12,6,7,13
2023,Louisiana Tech,Conference USA,3,9,12
2023,UNLV,Mountain West,9,5,14
2023,Iowa State,Big 12,7,6,13
2023,Wake Forest,ACC,4,8,12
2023,Ohio State,Big Ten,11,2,13
2023,Auburn,SEC,6,7,13
2023,Ohio,Mid-American,10,3,13
2023,Purdue,Big Ten,4,8,12
2023,Tennessee,SEC,9,4,13
2023,UTEP,Conference USA,3,9,12
2023,Washington,Pac-12,14,1,15
2023,Army,FBS Independents,6,6,12
2023,Houston,Big 12,4,8,12
2023,Virginia Tech,ACC,7,6,13
2023,Boston College,ACC,7,6,13
2023,Sam Houston,Conference USA,3,9,12
2023,Hawai'i,Mountain West,5,8,13
2023,Syracuse,ACC,6,7,13
2023,Massachusetts,FBS Independents,3,9,12
2023,Kansas,Big 12,9,4,13
2023,Iowa,Big Ten,10,4,14
2023,Utah State,Mountain West,6,7,13
2023,Cincinnati,Big 12,3,9,12
2023,Texas State,Sun Belt,8,5,13
2023,Southern Miss,Sun Belt,3,9,12
2023,Alabama,SEC,12,2,14
2023,UTSA,American Athletic,9,4,13
2023,Virginia,ACC,3,9,12
2023,North Carolina,ACC,8,5,13
2023,Oregon State,Pac-12,8,5,13
2023,Ball State,Mid-American,4,8,12
2023,Tulsa,American Athletic,4,8,12
2023,Vanderbilt,SEC,2,10,12
2023,UConn,FBS Independents,3,9,12
2023,South Florida,American Athletic,7,6,13
2023,Nevada,Mountain West,2,10,12
2023,Buffalo,Mid-American,3,9,12
2023,Colorado State,Mountain West,5,7,12
2023,USC,Pac-12,8,5,13
2023,App State,Sun Belt,9,5,14
2023,Charlotte,American Athletic,3,9,12
2023,West Virginia,Big 12,9,4,13
2023,Akron,Mid-American,2,10,12
2023,Baylor,Big 12,3,9,12
2023,UCLA,Pac-12,8,5,13
2023,TCU,Big 12,5,7,12
2023,Mississippi State,SEC,5,7,12
2023,Texas,Big 12,12,2,14
2023,Michigan,Big Ten,15,0,15
2023,Kansas State,Big 12,9,4,13
2023,New Mexico,Mountain West,4,8,12
2023,Florida Atlantic,American Athletic,4,8,12
2023,Old Dominion,Sun Belt,6,7,13
2023,Duke,ACC,8,5,13
2023,Marshall,Sun Belt,6,7,13
2023,Florida State,ACC,13,1,14
2023,Arizona,Pac-12,10,3,13
2023,Penn State,Big Ten,10,3,13
2023,Liberty,Conference USA,13,1,14
2023,Miami (OH),Mid-American,11,3,14
2023,Rice,American Athletic,6,7,13
2023,Western Michigan,Mid-American,4,8,12
2023,Northern Illinois,Mid-American,7,6,13
2023,Michigan State,Big Ten,4,8,12
2023,SMU,American Athletic,11,3,14
2023,James Madison,Sun Belt,11,2,13
2023,Air Force,Mountain West,9,4,13
2023,Georgia State,Sun Belt,7,6,13
2023,Pittsburgh,ACC,3,9,12
2023,Fresno State,Mountain West,9,4,13
2023,NC State,ACC,9,4,13
2023,Stanford,Pac-12,3,9,12
2023,Arizona State,Pac-12,3,9,12
2023,California,Pac-12,6,7,13
2023,UAB,American Athletic,4,8,12
2023,Arkansas,SEC,4,8,12
2023,East Carolina,American Athletic,2,10,12
2023,Texas Tech,Big 12,7,6,13
